	Col-0h	Col-12h	Col-24h	28-0h	28-12h	28-24h	60-0h	60-12h	60-24h
AT1G01010	0.130444481	0.825968779	1.225879071	0.451715736	1.020242178	0.890845126	0.732339126	0.916804751	0.83260519
AT1G01060	0.004238634	-0.642022848	1.988226963	-0.022891994	-0.489121934	0.681710066	-0.020399226	-0.710062697	0.43245068
AT1G01080	0.119275305	-0.332645881	-1.053404975	-0.176385464	-1.016086585	-0.779957419	0.072281901	-1.197849693	-0.291959055
AT1G01120	-0.687778739	-0.270166336	-0.773331822	-0.628477689	-0.396857058	-1.685162343	-0.414085124	-0.653264983	-0.995014391
AT1G01130	-0.391320403	-0.555856678	-0.448018076	-0.204249294	-0.312860828	-0.552457924	0.24805558	-0.938060406	-1.147377573
AT1G01200	0.002550884	-0.833397383	-1.064515423	-0.18807045	-1.299061919	-0.939508128	-0.325756242	-1.337072644	-0.891732782
AT1G01240	0.000428473	1.376365662	0.231287891	0.366510439	1.205642844	0.119526916	0.455503117	1.342742352	0.450172154
AT1G01250	-0.807326574	-2.304143308	-2.108868585	-0.713329433	-2.513244366	-1.368136093	-0.169479106	-2.957748083	-2.411991961
AT1G01320	-0.190598287	-0.951062337	-0.308743333	-0.318705783	-1.350240427	-0.16469358	-0.273388372	-1.679097444	-0.391832757
AT1G01340	-0.28338339	2.679043833	2.725066214	-0.28231952	2.629092145	2.300839315	-0.167334617	2.305195679	2.125010042
AT1G01380	3.651534701	0.147077086	-0.954666125	3.945255084	0.54310748	-0.288566302	-0.091597818	-1.466007455	-0.692849652
AT1G01390	-0.258670784	-1.247434982	-1.94713809	-0.258030549	-1.670922636	-2.195504591	-0.419201414	-1.510121755	-1.874828318
AT1G01420	-0.243207477	-0.976834683	-0.685557828	-0.184236627	-1.231037339	-0.993850393	-0.154463253	-1.575572931	-0.834919626
AT1G01430	-0.336505122	-0.583863136	-0.74140935	-0.31179361	-1.049930528	-1.104414747	-0.327082992	-1.34629085	-0.913230108
AT1G01453	-2.237989121	0.267746807	0.500057131	-1.873740104	-2.737589395	-0.792990293	-1.490283812	-0.673820361	0.330652325
AT1G01480	-0.506984166	3.63947556	3.510071856	-0.441173001	4.491345868	4.418191031	0.401839271	4.267898806	4.18659328
AT1G01520	0.302950905	-0.952809249	0.280565488	0.22611142	-2.140624572	-0.213082899	0.49802108	-2.592901549	-1.234225169
AT1G01560	-0.297063174	5.764800458	5.14172671	-0.856776523	5.571237894	4.620197988	0.073236383	2.643512526	3.88267713
AT1G01570	-0.387268361	-0.054829326	-0.825532556	-0.580890965	-0.518573514	-0.630071547	0.175725907	-0.863259194	-1.027602179
AT1G01580	0.520923514	-0.90326194	-2.40965303	0.051809354	-0.196114339	-2.387166584	0.083585258	-0.899633837	-2.97125475
AT1G01610	-0.366740622	-0.551119605	-0.693058677	-0.393778172	-0.612111655	-1.118727077	-0.284008619	-0.880569805	-0.908228064
AT1G01620	-0.402916056	-0.895747551	-0.762708891	-0.467946425	-0.645497664	-1.042006406	-0.152023699	-0.441501261	-1.082168922
AT1G01660	-1.198399438	-0.080031456	0.430852023	-1.095058992	-0.930710417	-0.975295434	-0.835968056	-0.990066278	0.317211906
AT1G01680	0.474844148	5.821360618	4.795410758	1.163679215	5.642627855	6.312722896	0.849116257	3.109896446	5.072219468
AT1G01730	0.298464019	0.481915309	0.418362369	0.192126766	1.037789834	0.391268986	0.489474192	1.115600912	0.200934497
AT1G01750	-0.740880535	-0.21682	-0.562644468	-0.447028199	-2.49100369	-1.569027969	-0.392387189	-1.180674855	-0.926024444
AT1G01790	-0.335737405	-0.793159708	-1.403365392	-0.572122484	-1.149325209	-1.274289306	-0.352163822	-1.364808002	-0.921476085
AT1G01860	-0.122481167	-0.82252965	-0.620084679	-0.0792234	-1.008568189	-0.603841723	-0.033952283	-1.026134876	-0.469506432
AT1G01900	-0.436667233	-0.892555771	-0.594170127	-0.382155538	-0.940049742	-0.777431626	-0.478465285	-1.021948784	-0.950985155
AT1G01970	0.241857351	-0.689713484	-0.775394998	0.023926456	-1.199994233	-0.331976737	-0.033490147	-1.186680553	-0.324544437
AT1G02170	-0.026102206	1.137227004	1.042127076	0.379797956	1.386356282	0.595993953	0.296592011	1.292783275	0.40315469
AT1G02220	-0.136728909	1.74820139	2.055779233	-0.202938769	1.626999954	1.333152545	-0.027012879	1.893425245	2.108443215
AT1G02230	-0.218443939	2.439030227	1.598282673	0.197114158	2.508953472	1.531641341	0.250965094	1.345160921	2.512792322
AT1G02310	0.118512391	-1.1778897	-0.966343144	0.073873345	-0.492667201	-0.278460657	0.081530147	0.309655663	1.248523569
AT1G02335	-0.692069381	-0.884746066	-0.54085702	-0.59012521	-0.887933948	-0.925190929	-0.503422807	-0.89162221	-1.179423941
AT1G02340	0.533150569	-0.033865907	-0.211709982	1.188646551	0.053389775	-0.667890833	-0.047719896	-0.046662546	-0.299752228
AT1G02360	-1.000707118	1.022328272	1.733157087	-1.030326428	1.263891442	1.102962908	-1.040653941	1.656034814	1.383797446
AT1G02390	-0.54747425	-0.539776967	1.016880016	-0.805223774	-0.810971337	0.815658869	-1.082178527	0.406221914	2.182767196
AT1G02405	0.003709921	0.93980261	2.800197123	0.632449104	1.602978105	2.279777862	0.846633271	2.596888203	1.415886878
AT1G02430	0.81085543	3.679509541	3.384194878	1.803800318	3.984347045	3.439433563	0.897045481	3.546921189	2.653802291
AT1G02440	-0.202892518	3.417783892	3.22662878	1.258761114	2.906092064	1.215896025	-0.477259969	1.719955731	1.511400138
AT1G02450	-2.26964157	4.509800831	5.301290225	-1.19629398	4.634493361	3.947630184	-0.575744748	3.045461395	3.827015612
AT1G02460	-0.428613262	0.21840351	0.625945077	-0.444040249	0.869688004	1.063649125	-0.224854881	0.535009191	0.543522674
AT1G02470	1.368740418	2.304039252	2.970857018	0.765452838	2.411759667	2.062174105	0.7213086	2.214382534	2.00489475
AT1G02520	0.74751805	0.729263097	0.825332739	1.322084675	1.699161826	1.06046332	1.115675101	1.968194485	1.310153101
AT1G02570	-0.696985868	0.000929305	0.248304855	0.573957856	-1.522966711	-2.376131327	0.248273016	-0.830731924	-0.006042971
AT1G02580	0.829785574	1.660849816	3.511527442	0.773674715	2.680544689	3.380796509	1.479979746	3.589968739	3.542663081
AT1G02650	-0.309827711	0.144430275	-0.329560665	0.341278828	0.03111115	-0.534740923	-0.251823636	-1.064582687	-0.913901293
AT1G02660	0.048554924	1.535256469	0.133294091	0.311153695	1.384389169	0.322867903	0.669568511	1.312150036	0.266812647
AT1G02810	-0.92002799	-0.457489922	-0.388473868	-0.967388971	-1.01880737	-0.979573408	-1.026570092	-0.907371668	-0.249704305
AT1G02820	-0.171993934	-1.17629584	0.327793706	0.004099193	-1.393750708	-0.764919907	-0.051446915	-1.966312737	-0.809679655
AT1G02850	0.153424382	1.176919614	0.591596294	0.257750106	0.78727842	0.014238454	0.261379177	-0.346583007	-0.880658976
AT1G02900	-0.929512939	0.100973055	-0.190044356	-0.646053076	0.062118848	-1.112865266	-0.265678297	-0.443881701	-0.860031093
AT1G02920	0.372199467	4.998190717	6.373770642	0.448519884	5.521920787	5.788417216	0.754981623	5.005139444	5.283037878
AT1G02930	0.561783368	2.365211688	5.479260932	0.642827315	3.367536495	4.980071335	0.416897961	3.087437306	4.150814793
AT1G02940	0.176698095	-0.48039039	1.852202574	-0.208841849	0.041887381	1.732334323	-0.756362013	-0.170795086	1.480698154
AT1G03055	-0.028324205	-0.975481899	-0.11669378	-0.568457894	-1.612635932	-0.397158342	-0.300775184	-2.203090647	-0.992553398
AT1G03130	-0.799783387	-0.905752397	-1.49501007	-0.478750471	-1.154348868	-1.66531935	-0.310403076	-1.320348468	-0.991945675
AT1G03200	-0.377378507	0.95030609	0.29155334	-0.148835	0.54013081	-0.092508746	-0.159725154	1.034319066	0.73660296
AT1G03230	-0.543817126	0.336174445	0.421096228	-0.639145268	0.735512289	1.100119762	-0.63847941	1.33818798	0.334478404
AT1G03290	1.196253431	2.216010758	1.907458226	1.140838738	2.06928811	1.727981682	1.035877636	2.094280857	1.738524632
AT1G03300	-0.148503829	-0.357911138	-0.696684973	-0.154457208	-0.950855785	-0.502491176	-0.206653743	-1.307945222	-0.43527411
AT1G03310	0.270987381	-1.025373285	-1.001674427	0.053778847	-1.514801383	-0.701891888	0.022479028	-1.732151526	-0.293185239
AT1G03370	-0.129322762	1.610230045	1.118882796	-0.050649919	1.714864565	0.907260413	-0.037307782	1.224934843	0.779874938
AT1G03400	-0.047255857	1.014382317	1.251814159	0.083718672	1.309987636	1.383987551	0.061644595	0.640211156	1.138928108
AT1G03430	0.036851669	1.26876541	0.030531792	0.088420704	0.712226356	0.029356816	-0.101553097	0.785909934	0.57572334
AT1G03445	0.277853687	0.913024711	-0.025574762	-0.060278633	-0.89264468	-0.652874966	-0.587290394	-0.474450885	-1.55449142
AT1G03495	-0.073711639	-2.93616207	1.227526077	-0.581586137	-2.995758895	1.312111081	-0.268388989	-2.814751135	0.489286208
AT1G03600	-0.276753061	-1.089105447	-1.513140013	-0.308916861	-1.346097578	-1.507595605	0.116799637	-1.667475312	-1.307165451
AT1G03630	0.078006158	-0.955603411	-1.295085457	-0.408935346	-1.362625035	-0.842258459	-0.010411726	-1.729826114	-0.567152192
AT1G03660	1.153729822	3.266543922	1.176994067	1.473025705	3.376852197	3.325862132	1.039705158	3.777091068	1.331070993
AT1G03680	-0.041234797	-0.583029444	-1.079486135	-0.130179938	-0.807565576	-0.994732192	0.031995408	-1.069178843	-0.702608375
AT1G03700	-0.904216777	0.028724139	-0.869423519	-0.510516342	-0.608959716	-3.12646106	0.619942663	-0.329522184	-1.517310506
AT1G03740	-0.000119445	1.533877274	0.708607459	0.415920408	1.585582552	0.527610497	0.086150172	1.499607269	0.568304143
AT1G03800	0.674076842	-0.700665183	1.822943315	0.989645904	-0.212789523	1.373794652	0.66973248	-0.106127221	0.764857448
AT1G03820	-0.609791148	-0.973212796	-1.056643372	-0.254066509	-1.902451946	-1.734386995	-0.109058507	-2.147414325	-0.463185509
AT1G03840	-0.39660342	-0.972495037	-0.353076922	-0.367281571	-1.733591108	-1.11927933	-0.437777049	-1.58040023	-0.80891127
AT1G03850	-0.398899527	1.64884777	1.957448346	-0.453378649	2.097070381	1.712714604	0.129387815	2.147101793	1.922375215
AT1G03870	-0.687955242	-1.079172686	-0.176187432	-0.667531014	-1.455384253	-0.860653236	-0.799421814	-1.690177995	-0.469604667
AT1G03920	-1.338356789	-0.228353599	-0.2086844	-1.506394406	-0.528610306	-1.028881122	-0.813237571	-0.585691627	-0.584012727
AT1G03940	0.243935619	-2.906420386	1.222325826	-0.377878968	-2.864748852	0.941674652	0.001045916	-2.687128313	1.770046234
AT1G04040	-1.182364822	-1.11390472	-0.973540972	-1.158478458	-2.215686348	-1.698110739	-1.345773442	-2.475796853	-1.143737453
AT1G04100	0.147667505	0.628268344	0.936705591	-0.003526051	0.753227971	1.058153752	0.287745786	1.158178136	1.016700808
AT1G04110	-0.382440516	0.303310656	0.113926157	-0.998419719	-0.538249559	0.144917411	-0.588783447	-0.415639119	-0.335531864
AT1G04200	0.199191064	0.966739059	1.025151423	0.195732555	1.166438683	1.173940135	0.051445805	1.23956654	0.828355713
AT1G04220	-0.174936755	-0.159872884	-0.259073805	0.036359105	-0.628783192	-1.326022176	0.090196187	-0.682825217	-0.444564817
AT1G04240	-0.579295251	-0.73266364	-1.487010637	-0.399531121	-2.017371041	-1.879695705	-0.269248918	-2.130379858	-0.974099407
AT1G04250	-0.517158974	-0.802040271	-0.587310154	-0.372427107	-1.244817743	-1.587687143	-0.088943488	-1.382876874	-1.251969808
AT1G04280	-0.455630811	1.169459073	0.69996834	-0.197208703	1.131947733	0.259937079	-0.050555527	1.000336419	0.38056268
AT1G04330	-1.956376763	-2.863651302	-2.474772942	-1.971235242	-2.086600176	-2.420869226	-1.817004089	-2.182548904	-2.707025593
AT1G04350	0.261059838	-0.784104574	-0.531256731	-0.155403058	-1.229202378	-0.928697609	0.219057219	-1.49348713	-0.33232302
AT1G04360	-0.468755056	-0.62935408	0.243543285	-0.096892775	-0.556706339	-1.195245108	-0.247704467	-0.645024737	-0.177805363
AT1G04420	0.027720705	-0.42041115	-1.270753569	-0.087829679	-0.677962028	-1.201417776	0.087492463	-0.913469407	-1.070749291
AT1G04490	-0.123553884	0.47745686	0.647479207	-0.519692206	0.202679413	0.689319838	-0.288766211	0.359767753	1.557020233
AT1G04520	-0.067750041	-0.697617727	-0.427152173	-0.070310034	-1.165706939	-0.650369555	-0.060545495	-1.20755446	-0.33410303
AT1G04555	0.185695355	1.042132688	1.212017508	0.350160215	0.948333631	0.933782129	-0.072843997	1.123798158	0.879780944
AT1G04570	-0.100599086	-0.292352132	2.110164414	-0.328256583	-0.045864506	2.596307867	-0.299688333	0.249701628	1.163673233
AT1G04600	-0.411444144	1.186901483	0.766463268	-0.484563105	0.284608826	0.62814091	-0.400975878	0.564928614	0.815408829
AT1G04610	-0.446320246	-1.000975366	-0.958212626	-0.227224087	-0.642187616	-1.52444834	-0.049820263	-0.250634869	-1.021763486
AT1G04620	0.105379339	-0.444732367	-1.483340921	0.016855137	-0.763463065	-0.937761106	0.14604281	-0.84260635	-0.636948367
AT1G04640	-0.220623	-0.489988056	-0.340083987	-0.241485115	-0.823182151	-0.506543119	-0.223334031	-1.259809485	-0.325085122
AT1G04680	-0.800003615	-1.158457873	-0.743124995	-0.758868913	-1.55660166	-1.236970729	-0.902314378	-1.366989087	-0.702506008
AT1G04700	-0.154087661	0.068322385	-0.25148388	0.26307356	-1.146671368	-0.857582947	-0.350200859	-0.972789382	-0.67221398
AT1G04800	-0.333430409	-0.487654831	-1.110198986	-0.031884713	-0.782255197	-1.154095529	-0.230908533	-0.876009075	-1.30780989
AT1G04880	-0.920814087	-1.695530439	-0.550991693	-0.666196275	-1.176112982	-0.381095551	-0.434949646	-1.465169825	-0.222488692
AT1G04980	2.640948985	3.181977744	2.619186258	2.349514217	2.868313084	1.705850529	2.246864647	3.022964583	2.154187716
AT1G04990	0.158898712	0.699360836	1.106760918	0.624401303	0.935976992	1.007258563	0.285183647	0.9326515	0.858707399
AT1G05000	-0.300762623	0.521772646	1.67078134	-0.24941545	0.570417228	1.427090451	-0.281789802	1.066679848	1.578086803
AT1G05010	-0.242851179	1.45314896	0.260313819	0.136128747	1.610475849	-0.283595548	0.453106326	0.81853499	-0.408122029
AT1G05020	-0.324477655	1.432316787	-0.183343505	-0.17847704	0.747734759	-0.437898053	0.186335132	0.766762354	-0.590172168
AT1G05100	-0.720644192	-1.140187034	1.007727553	-0.367922536	0.135298019	1.936947063	1.178153275	0.993073876	2.056896
AT1G05140	0.04180838	-0.744044478	-0.616684372	-0.18657345	-1.156518431	-0.615087823	-0.093666309	-1.235297747	-0.419502727
AT1G05190	-0.098268244	-0.465215961	-1.262450319	-0.071802652	-0.948903456	-1.260732126	-0.055479499	-1.187429317	-0.908148134
AT1G05200	0.050021306	-0.515150239	-0.692942639	-0.005002711	-1.008466374	-0.667684778	-0.101420741	-1.193374587	-0.003033435
AT1G05260	-0.447022874	-0.688284693	-0.687069963	-0.646347349	-1.5582423	-1.842108862	-0.837747893	-1.906292583	-1.551107575
AT1G05280	-0.144596044	-0.783321014	-0.477007562	-0.286169626	-1.904912904	-1.160581015	-0.912993077	-1.410327018	-1.225399545
AT1G05300	-0.563722224	1.387477464	-0.65953697	-0.828552304	0.733044096	-0.926231415	-0.757767744	0.110436104	-1.342449112
AT1G05310	-0.747162007	-0.724070045	-1.515503511	-0.880062876	-1.133331863	-0.991421367	-0.536292879	-0.417182935	-1.157118551
AT1G05340	-0.594612776	2.458616929	1.741336455	0.745548628	3.259835788	1.283960143	1.288509358	2.584593141	1.003864639
AT1G05350	0.17678629	0.83626108	0.486521978	0.208436048	1.225037582	0.3263579	0.24886556	0.799721493	0.099893353
AT1G05370	-0.181044913	-0.426081632	-0.735356762	-0.689428088	-1.162222996	-0.354381377	-0.244136373	-0.226057347	-0.435577529
AT1G05385	-0.088449433	-0.812352621	-1.003403502	-0.622700109	-1.334400157	-0.964522682	-0.186552919	-1.446877377	-0.48841985
AT1G05420	-0.222033233	-1.334762732	-0.958064173	0.105224462	-1.013864743	-1.203595312	-0.558646999	-1.598839242	-1.514342075
AT1G05450	-1.093749275	1.746968713	0.770335361	0.850956264	1.509703966	-0.60234803	0.117028435	1.363420162	-0.232193831
AT1G05490	1.465308837	0.404662007	-0.408668557	2.164343409	1.97945041	0.702351427	0.187767718	-0.443748356	-0.381955234
AT1G05520	0.609846432	0.555963947	0.547212333	1.084947461	0.753538344	0.448790814	0.167908283	0.683599921	0.254022987
AT1G05530	-0.88717137	-0.996519537	-0.354078011	-0.394085253	-2.762103474	-2.542811775	-2.144483286	-1.389815941	-2.067187322
AT1G05540	-0.060067822	-1.336889471	-1.226389065	-0.036273867	-1.835546871	-1.515304259	-0.168361122	-1.942351478	-0.966902332
AT1G05560	-0.053419797	0.052789201	-0.867497627	0.460551199	-0.54106566	-1.412539068	0.745342187	-1.298788591	-1.647691534
AT1G05562	-0.408294065	-1.120750141	-1.230587179	-0.266685497	-1.565571494	-1.153755511	0.080129859	-1.605953887	-0.586681734
AT1G05575	-0.285475733	2.647325568	0.903614829	0.106553583	2.124161261	0.717663934	0.427758565	1.399995105	0.859388227
AT1G05650	-5.457652643	-3.493608472	-1.180962164	-4.991818839	-6.24758695	-3.195101496	-4.218893092	-5.807937016	-3.755992026
AT1G05660	-3.58347722	-1.939064659	-0.859905023	-3.204416585	-6.072079983	-4.016769094	-4.052073512	-2.695238527	-3.35414287
AT1G05675	-0.4115006	3.192249045	1.721391478	0.63660335	2.489398396	0.505971017	1.028178651	1.331444614	-0.096457855
AT1G05690	0.316685347	-0.588318062	0.460234869	0.1012875	-0.969072477	-0.245085508	-0.128404376	-1.404132123	0.251863365
AT1G05710	-0.253261197	0.573992191	1.164884319	-0.309033716	0.645882817	0.897488722	-0.187916085	0.784302296	1.380643752
AT1G05760	0.180363693	-0.153378933	0.441692845	-0.032312307	0.40209629	1.299567866	-0.064843382	0.718150198	1.206568946
AT1G05840	0.213074361	0.622584967	0.581824386	0.056079099	0.984420377	0.586014425	0.102271322	1.079174883	0.43297068
AT1G05850	-0.440878621	-0.75229011	-0.445229847	-0.260894837	-1.015916564	-1.005173703	-0.608130485	-1.087348189	-0.488369351
AT1G05880	1.348100304	3.536264286	3.869184942	0.8934874	3.501843662	3.170388965	1.383022348	3.772025786	6.690817121
AT1G06000	-0.542257941	-1.4913973	0.156093614	-0.325532057	-1.751205038	-0.474748401	-0.37675458	-1.90239918	-0.448766665
AT1G06050	-0.138708242	1.188743838	0.782554961	-0.075149248	1.222587638	0.603894289	-0.15903925	0.877537815	0.608867542
AT1G06090	0.025837226	-0.628742193	-1.134101826	-0.652592591	-1.543825137	-1.534888251	-0.781225973	-0.601426526	-1.524211796
AT1G06100	0.071880806	-0.564421102	-1.86171373	0.01833944	-0.446194083	-0.616556764	0.212800711	0.204639097	-1.661009281
AT1G06120	-1.108420413	-2.236766149	-1.098047732	-1.708115931	-7.578392207	-4.550850477	-1.138429212	-3.356933356	-3.359595807
AT1G06130	0.214203649	0.835485115	0.795568409	0.115296495	1.195915236	0.728003748	0.140319466	0.959968973	0.436479496
AT1G06190	-0.134767745	-0.709306041	-0.467881664	-0.064993063	-0.946165551	-0.324040996	-0.069135682	-1.034997544	-0.418557902
AT1G06310	-0.176726334	-1.025455247	-0.364162051	-0.444126745	-1.686345744	-0.354488412	-0.88778719	-0.574887522	-0.328930404
AT1G06330	1.905446663	0.229252511	-1.455879217	2.261267101	1.951158324	-0.132204279	0.926794705	0.975765642	-1.328603093
AT1G06460	0.046265818	-0.578618738	-1.98106249	0.234848881	-1.634352172	-1.206692174	-0.292940531	-1.301248361	-0.679927446
AT1G06520	0.022806839	0.087286061	-0.188705157	-1.173100485	-0.167491978	1.040548571	-0.477676624	-1.416062168	1.667390287
AT1G06540	-1.417372308	-2.71714833	-0.29759669	-1.112617006	-2.103776247	-0.976246569	-1.241118604	-2.404644801	0.443903044
AT1G06680	-0.208402848	-0.768824772	-1.573866669	-0.206724027	-1.044631873	-1.439460403	0.072595209	-1.399085657	-1.095490941
AT1G06690	-0.061461271	-1.000964825	-0.781229981	-0.234955825	-0.922027227	-0.845787946	0.075606726	-1.391805776	-0.827900073
AT1G06830	-0.644647302	-0.730569933	-2.645861775	-0.797132179	-0.871269849	-1.380364739	-1.065856229	-1.561637924	-1.737351237
AT1G06923	-0.724298363	0.788132729	-0.725880224	-1.212339371	-2.532123606	-2.021196805	-0.363865328	-1.17255528	-0.551537625
AT1G06980	-0.077757751	-1.500581342	-1.732044961	-0.502805284	-2.63738002	-1.441819127	0.226121538	-2.46502999	-0.845555992
AT1G07000	-0.446024154	3.24580888	1.971521033	-0.155286274	3.285564017	1.598235876	-0.00148745	2.272379399	1.515121367
AT1G07010	-0.037856924	-0.518074564	0.31732485	-0.087119036	-0.93761945	-0.287017861	0.094360932	-1.013267654	-0.137207394
AT1G07040	0.384598769	0.644335359	0.288940204	0.426051478	1.00291093	0.431444032	0.490015052	1.201054641	0.259028712
AT1G07050	0.670045777	-0.546453882	-3.579445431	0.340687574	-2.071082219	-1.567905395	0.114218985	-0.54164742	-0.407404378
AT1G07070	-0.040413934	-1.030922224	-0.515027512	-0.252631651	-0.936907808	-0.352894289	-0.171199458	-1.140200457	-0.497571768
AT1G07110	-0.010074259	-0.795638723	-0.715398754	-0.119004792	-1.03989733	-0.496220087	0.040737583	-0.976551543	-0.462132504
AT1G07128	-0.563951345	0.922384597	1.027961849	0.087144331	1.062268741	0.769989996	0.054964646	0.895347254	0.530609106
AT1G07135	-0.603655245	1.309024787	0.428034797	0.098340299	1.295999723	1.690457795	0.197779156	1.030554504	1.26341719
AT1G07150	-1.108092013	-0.98202362	-0.039846133	-0.971874281	-0.85022716	0.529237321	-0.237534992	-1.017623985	-0.61920411
AT1G07160	-0.091360438	2.313224563	2.784378536	0.041766484	2.797730234	2.513992733	0.264647721	1.482764583	1.21044535
AT1G07180	-0.129656221	-1.461709182	-0.457324737	-0.245552161	-1.962444215	-1.316730699	0.132483864	-2.986571377	-1.220276651
AT1G07220	-0.068846149	0.365939758	1.111691523	0.011901631	0.443070086	0.858546112	0.071310802	0.241727097	0.628675589
AT1G07230	-0.003482536	0.804362955	0.683766059	-0.014129178	1.019018845	0.480662047	-0.075411038	1.067737714	0.528535839
AT1G07240	-0.139924721	0.65786775	0.273269676	0.037732053	1.210351121	-0.028467561	0.192657906	1.190871837	-0.097017182
AT1G07280	-0.04476828	-0.956115085	-0.691535432	-0.026265152	-1.448559906	-0.347852202	-0.228548336	-1.216580285	-0.340404615
AT1G07320	-0.021831014	-0.610903844	-1.106231714	-0.022692444	-0.981502074	-1.145333738	0.06603836	-1.156287728	-1.001774505
AT1G07390	0.04341418	-0.065437095	-0.352988614	-0.360565028	-0.710091066	-0.327642855	-0.364583418	-1.576020496	-0.870741881
AT1G07400	-0.267324498	0.808255255	1.050478834	0.791075098	1.528783391	1.320763921	-0.665217526	1.845965183	1.136339708
AT1G07440	0.268686268	-0.74162006	-1.684851932	-0.140295855	-1.399686659	-1.521775945	0.099477988	-1.597569529	-0.757805989
AT1G07450	0.115286393	-1.640564027	-0.922008137	-0.922746876	-2.419905641	-1.702652025	-0.422227683	-2.862808969	-1.757521652
AT1G07490	-0.618155174	-1.69244559	-2.046069844	-1.320528599	-1.788637931	-1.466496754	-0.306106475	-2.774218469	-0.953356799
AT1G07620	-0.042971501	2.884246925	3.341392631	0.205628699	3.366720619	1.928499164	0.035677721	2.255982553	1.942104711
AT1G07630	0.087992921	1.186101503	1.029690592	0.197921439	1.233503398	0.705085286	0.027709893	0.975818868	0.588201171
AT1G07670	1.512645537	1.16627308	0.82712052	1.090356261	1.160618251	0.491347866	1.435439955	1.600412966	0.70591054
AT1G07680	-0.127203915	5.632508423	-0.469646167	-1.978553578	-1.004350377	-2.725311429	-0.326316051	4.157888879	-1.103456159
AT1G07720	0.192690042	-0.362972005	-0.14201695	0.133327985	-0.709298834	-0.721394763	-0.079417634	-1.270913425	-0.157892091
AT1G07780	0.109526487	-0.483668797	-0.632881759	-0.040470009	-0.650750017	-0.092709456	-0.394058535	-1.061496933	-0.342806124
AT1G07870	0.505869314	0.359845809	1.151257281	1.308623716	1.060026283	1.413515151	0.41878403	1.0120311	1.152574268
AT1G07890	-0.028924633	0.757836596	2.033210133	0.138631694	1.505444187	1.73543946	0.1238739	1.666115455	0.632576755
AT1G07900	-0.436902099	3.023912272	3.364410991	-0.655361942	3.550980087	3.316616102	0.585699372	3.152853581	3.284932814
AT1G07985	-0.874219782	-0.95430103	-0.667740015	0.873691326	-0.180049537	-0.136843173	1.448420106	-0.534021914	-1.457621697
AT1G08050	-0.269411094	2.547264004	2.40940569	0.076521704	3.053691835	2.354661006	0.172806173	2.20557622	1.88701303
AT1G08090	1.006217401	-1.68263143	-0.649916815	0.410278784	-1.800121295	-1.170041009	0.437559066	-2.018912204	0.158967459
AT1G08290	0.078681924	0.098471239	0.094411404	-0.358910329	0.50434646	0.690743273	0.396896134	0.55363629	1.105384451
AT1G08310	-0.075734093	0.155540709	-1.430802614	-0.00162143	-1.368105528	-0.962385069	-0.407297142	0.094697936	-1.075821312
AT1G08340	-0.178466479	-0.291570121	-0.460486613	-0.016817234	-0.76033103	-0.84568182	0.1432333	-0.654723279	-1.215925788
AT1G08380	-0.284138725	-0.903622606	-1.694998226	-0.346315568	-0.927771533	-1.423105748	0.117212644	-1.089978372	-1.111095667
AT1G08450	-0.541685483	2.815526514	1.801547078	-0.537863835	2.401344934	1.085087573	-0.690433081	1.420626908	1.127284277
AT1G08500	-0.902092059	-0.50867858	-0.39773544	-0.766479805	-1.933648944	-1.284505655	-0.696912628	-1.032308834	-1.1254555
AT1G08540	0.011409146	-0.773078726	-0.936349701	0.03655794	-1.286626372	-0.829476142	-0.111656162	-1.388115392	-0.770423352
AT1G08550	-0.158981889	-0.717179242	-1.814299687	-0.044082719	-1.625422983	-1.183137737	-0.259709551	-1.333298979	-0.809768987
AT1G08590	-0.372269164	-1.040847925	-0.760521367	-0.476614397	-1.559427053	-1.657119731	-0.524627862	-0.864306145	-1.479342447
AT1G08610	0.233186469	-0.630259525	-0.78596021	-0.242072826	-0.743499893	-0.143598506	0.064682145	-1.189813061	-0.524232507
AT1G08630	0.435301016	-0.61057096	-0.342733784	1.787793124	0.223029048	1.919433813	0.603075229	0.540223479	-1.71345767
AT1G08670	-1.058106092	0.191461395	-0.460419764	-1.127173234	0.328613488	-1.748388864	-0.974973736	-0.450683498	-1.15470732
AT1G08720	0.076968139	0.76161473	0.711928181	0.413568797	1.343196257	0.848444622	0.423277784	1.363518276	0.687359388
AT1G08810	-0.324245716	-0.018606376	-0.829711455	-0.324902934	-0.747442029	-1.137508142	-0.512309592	-0.964277469	-0.779670782
AT1G08830	0.215322482	0.717595262	1.354469478	0.594689973	1.519295183	1.122207654	0.3273497	1.415779816	1.013539855
AT1G08860	0.126330668	0.785079361	2.541452596	-0.335302604	2.589664058	3.366801989	0.388168246	2.000566436	2.87751588
AT1G08890	0.142797526	-0.571320598	-0.658637221	0.46923394	-0.916149728	-0.858190371	-0.387945753	-1.29300003	-0.17836411
AT1G08900	0.102803266	1.239719505	-0.094905	0.016115166	1.404611763	0.058760987	0.230243028	0.770578838	0.263135144
AT1G08910	0.64575576	0.377033529	1.391138154	1.235061515	1.277655017	2.119352343	0.535658152	1.383539071	1.072735949
AT1G08930	0.005001083	1.763188422	0.757227502	0.074788501	1.451686294	0.286806482	0.136697071	0.863409063	0.321758638
