	Col-0h	Col-12h	Col-24h	28-0h	28-12h	28-24h	60-0h	60-12h	60-24h
AT1G08940	-0.32343146	1.603524353	2.321400107	-0.026336457	2.363078915	1.924455632	0.033485975	2.719247356	1.975823816
AT1G08980	-0.18485616	-0.395370131	-1.166304106	-0.221770597	-0.678141117	-0.813702176	-0.091834444	-0.415751503	-0.636000852
AT1G08990	-0.230440046	-0.460412181	-0.632738236	-0.024119946	-1.024221844	-1.819011571	-0.236452353	-1.210320907	-1.114280403
AT1G09070	-0.744217782	0.751433135	0.869182422	0.132226557	1.594632525	0.678339196	0.05146574	1.042824419	0.609058624
AT1G09080	8.304794204	8.385962904	8.907489474	9.221941437	8.493816538	8.231359304	7.905860763	10.21147055	9.512180941
AT1G09090	1.717201192	0.671880332	0.905520513	1.671260493	-0.148283686	-1.043702655	1.160803783	1.765857723	1.20211616
AT1G09155	-1.493948274	-0.570221141	-0.622387718	-0.610091735	-1.153776817	-1.544748798	-1.000585146	-1.054398597	-1.27659322
AT1G09170	-0.755480574	-0.445681133	-0.401363389	-0.443572363	-1.365109945	-1.800566544	-0.939407163	-1.455845669	-1.155892155
AT1G09180	7.566691052	3.890063316	5.381886654	7.561461265	6.595278972	5.951047276	5.221783753	5.397431827	5.695571544
AT1G09210	2.493667805	2.429304181	2.140311476	1.222538536	1.122732579	0.311197999	2.293925456	2.338557896	1.614093362
AT1G09240	-0.861646535	-0.057789049	0.308336486	-0.750811426	-0.976331707	-1.458207827	-0.989529451	-1.239965801	-0.853137418
AT1G09310	-0.413193588	-1.040577952	-1.25809723	-0.13230874	-1.807159668	-1.541839124	-0.175546665	-2.048817533	-1.498378031
AT1G09340	-0.046112093	-0.772525223	-1.326975019	-0.114668834	-1.362864809	-1.677352743	0.05184381	-1.877837892	-1.060263331
AT1G09350	-1.080727618	-1.264319347	-1.121868126	-0.681027487	-1.347687682	-1.514982274	0.081170792	-1.235912685	-0.388173135
AT1G09500	0.243991517	-0.981083955	1.19243941	0.190678688	-0.018793741	-0.380835297	1.109387764	-0.22723088	-0.022428408
AT1G09540	-1.339253842	-1.015089085	-0.732880548	-1.21502913	-1.393206956	-2.187903487	-0.921717114	-0.978199829	-1.735726381
AT1G09560	-0.334003784	0.942738853	2.250875445	-0.394234244	1.460540287	1.778252873	-0.435284217	1.471058542	1.289871813
AT1G09600	-0.121147995	-0.875102285	-0.59874956	0.165020411	-0.704237506	-0.502445227	-0.153554582	-0.583107109	-1.037580252
AT1G09630	0.042896299	0.701680281	0.492822465	0.258432045	0.951234363	0.032026911	0.112673736	1.014200985	0.188800673
AT1G09645	0.114031056	0.921284275	0.73012119	0.098529133	1.02253042	0.631462394	0.146081972	1.074228131	0.65069789
AT1G09680	-0.217383765	0.49396442	0.418200925	0.073650011	-0.120422004	1.062097414	0.08209154	0.141293322	0.639214795
AT1G09750	-0.814027959	-1.243625601	-1.288134626	-0.888934587	-1.327114511	-0.738591029	-1.003076219	-1.022016185	-0.952768856
AT1G09870	0.261189898	0.625454336	1.02443778	0.47905828	1.185441929	1.039877909	0.283300743	1.323424443	0.788566757
AT1G09910	0.101693676	0.519272026	0.441524646	0.351460702	0.901065815	0.440329064	0.272946855	1.101960063	0.607565752
AT1G09930	2.205242961	2.019406836	2.670430145	1.998363045	4.587022687	3.193888045	1.395641912	3.426821002	3.000594436
AT1G09932	0.525948338	3.905893708	4.335352311	0.693470665	4.014581614	3.686242945	0.890847476	2.466810938	3.760526937
AT1G09940	0.012526827	0.747341304	1.071711711	0.213911757	1.154939303	1.062672776	-0.01869322	1.565517875	0.741023724
AT1G09950	1.29901628	0.626147248	1.149823203	2.312755579	0.80784124	0.616536678	1.191827295	1.263848428	1.299742514
AT1G09970	-0.184031476	1.118404194	0.940965905	-0.022897812	1.223648722	0.62982544	-0.006170108	0.599831742	0.550828498
AT1G10020	-0.208463453	-0.876362703	-0.413540594	-0.212657397	-0.8962839	-0.654006045	-0.125021742	-1.052039214	-0.343780033
AT1G10040	-0.106551932	1.571193807	2.686439115	0.055586327	2.661228783	2.751725821	-0.054682507	3.326910263	2.212771501
AT1G10050	0.327138501	1.365128259	1.362573893	0.602656084	1.822380532	1.222151336	0.451283243	1.717667128	0.899505326
AT1G10060	0.179506331	0.26045142	-1.11574331	0.035894529	-0.35793058	-0.844502906	0.129299665	-0.463939568	-0.769825512
AT1G10070	-0.621291507	0.749253161	0.457315913	0.569273042	2.771510956	0.984870796	0.055347883	3.018569413	-0.643813336
AT1G10140	-0.453444778	0.909926214	2.369041564	-0.04721467	2.347242483	1.660287019	0.115557779	2.19103765	0.686248632
AT1G10220	0.593132326	-0.449922791	0.415732037	1.298619891	1.222500678	1.579312022	0.371619644	0.458627479	0.393114404
AT1G10280	0.049507598	0.582723266	0.767566814	0.214155923	0.726171725	0.952239238	-0.081500892	1.248497769	0.694351074
AT1G10290	0.07696931	0.566957477	0.608030675	0.301094448	0.994741323	0.549212156	0.234173096	1.072922641	0.147080233
AT1G10340	-0.295226991	3.935350797	2.890018096	-0.590232081	3.850870633	2.463754423	-0.401262527	0.794760201	2.082355253
AT1G10360	0.302262702	-0.552882863	-1.10633508	0.298841633	-0.625533551	-1.23780464	0.653278876	-0.462096882	-0.483780882
AT1G10370	0.925586588	-1.263772215	1.017169163	1.145741344	-0.674843491	0.085408984	0.600012407	-0.776683967	0.330453488
AT1G10410	-0.022704825	1.009458258	1.301460948	0.019212484	1.196179247	0.959358257	-0.011337671	1.085161626	0.783019455
AT1G10417	0.057859772	2.29067114	1.156974752	-0.305763581	2.320016881	1.251778711	-0.214333538	2.082098412	0.703685025
AT1G10480	-0.634549311	-0.139039586	-0.031648827	-0.514355604	-0.677284235	-1.506910506	-0.2746536	-1.293090805	-0.501676452
AT1G10550	-0.565386219	-1.084271288	-0.72801704	-0.165666525	-2.346876156	-2.593338384	-0.937071019	-2.988731732	-0.498480031
AT1G10585	0.69070598	2.329056816	5.953943776	0.953038744	3.645065014	4.746259263	1.472999314	1.658582116	2.95519661
AT1G10657	-0.203546373	-1.011655298	-1.057308826	-0.68565352	-1.501566574	-1.27532625	-0.545935669	-1.906216103	-0.178122676
AT1G10700	0.097006345	1.188591999	1.621551613	0.050018516	1.996954967	1.468926588	0.082671388	2.349806446	1.28253727
AT1G10730	0.428112845	0.802462804	0.82010571	0.44879568	1.095614286	0.690453683	0.187423861	1.033695202	0.775687239
AT1G10760	0.65149518	-0.801252135	-1.639197286	1.142484432	-1.201172068	-0.946299472	0.114687067	-1.172066959	-0.416856432
AT1G10790	-0.063423826	-0.520136506	-1.122943535	-0.225100189	-1.911439079	-0.895863518	0.491079528	-1.197532569	0.263837374
AT1G10810	-0.311474373	-1.408911716	0.282876445	-0.591436446	-2.320081269	-2.362595361	-0.699060972	-2.022750742	-1.575779763
AT1G10960	-0.224547041	-0.692949559	-0.537659832	-0.019288617	-0.749633707	-0.944638424	-0.011534159	-1.265378842	-1.264703571
AT1G11050	-0.13128204	1.089333295	0.774495218	0.214871552	1.115740709	0.609231321	0.177738923	0.760251928	0.614828554
AT1G11070	-0.741944668	-1.623662357	-1.406382374	-0.913798707	-2.133561674	-2.217265276	-0.265685728	-2.899865517	-0.977036523
AT1G11200	0.260749727	1.463674602	0.818284818	-0.251485867	1.399582846	0.773031862	-0.286540911	1.368613587	0.588050254
AT1G11210	-0.414340852	-0.081164887	-1.557042497	-0.052167152	-0.886959798	-0.550763471	0.129287421	0.260880535	-0.594626837
AT1G11300	-0.141238488	0.636404858	1.153387699	-0.195303558	0.645250767	0.592004322	-0.182640151	0.875653052	0.550722381
AT1G11310	-0.028381578	1.554469468	1.292331218	-0.132928586	1.308407642	0.780498553	-0.300039451	1.268791	0.967053508
AT1G11330	0.028321865	1.574515838	1.746877679	-0.359320083	1.398536	1.722616929	-0.231857987	0.538302874	1.1820994
AT1G11450	0.173310063	0.055472499	-1.081605309	-0.12976862	-0.549862554	-0.531456805	-0.101572803	-0.110801425	-0.56160203
AT1G11530	-0.028146301	0.018382329	-1.323953317	0.097964258	-1.20306784	-1.228863806	-0.069355741	-0.824628541	-0.739879832
AT1G11545	-0.913399609	-1.404389281	-1.146737489	-0.865752484	-2.147961945	-2.017682355	-0.911175968	-2.379296181	-1.651112609
AT1G11570	0.520284261	0.239008395	-0.041397881	0.205531991	1.069390934	1.551554827	-0.284640327	0.729682014	0.646857605
AT1G11655	-1.338601526	-1.366450164	-0.340640469	-1.290872659	-4.599662475	-3.328654903	-1.374834343	-3.659760615	-0.548354306
AT1G11670	-0.564823822	-0.599362718	-0.273979704	-0.655807138	-0.733590503	-1.020650496	-0.487996866	-0.788582262	-0.814502316
AT1G11700	-0.296530535	-1.151439769	-0.94729573	-0.323858689	-1.024367813	-0.701963914	-0.189021995	-1.232606801	-0.657308096
AT1G11720	0.148330355	-1.003804542	-0.842233833	0.003463501	-1.442213402	-0.777115114	0.094017161	-1.481337835	-0.462487137
AT1G11740	-0.358162767	-0.886877695	-1.4487696	-0.027992731	-1.594172342	-2.495523322	0.058643148	-2.352885835	-1.631486423
AT1G11860	-0.067484966	-0.890859405	-1.26792279	-0.025559769	-1.255938571	-1.360410315	0.052027791	-1.559319974	-1.077940856
AT1G11880	1.235834833	1.032807057	0.667428804	0.864455456	0.851159432	0.477482251	0.542886496	0.923831226	0.738386323
AT1G11890	1.309784246	1.438858272	1.007349556	1.547511115	1.327590001	0.738237168	0.890182787	1.403495035	0.828577262
AT1G11905	0.463570326	0.930794367	0.774904056	0.397395914	0.988928753	0.70109234	0.300790914	1.035166875	0.654856557
AT1G11920	-0.342415454	1.056831002	0.273088465	-1.118221871	-2.624135464	0.75421363	-0.67146681	-0.228846941	1.501682542
AT1G11940	0.112080185	0.747892885	0.672163441	-0.001227203	0.805961725	1.015223707	-0.08859413	0.977448476	0.532709343
AT1G12010	0.290188523	1.12244367	0.190144966	0.463843507	1.258772623	0.768707505	0.854778096	1.838445996	-0.085838633
AT1G12020	-0.420770847	-0.950776291	-0.623244962	-0.305957257	-1.302917085	-0.613044181	-0.504273513	-1.537844709	-0.608798828
AT1G12040	-0.862396947	-0.385139062	-0.183714042	-0.613786673	-2.35131623	-1.750867164	-1.06701543	-1.669930145	-0.90275489
AT1G12080	-1.094297896	-0.993039433	-0.696999795	-0.559616402	-2.401534402	-2.486887546	-1.085131681	-1.47734052	-1.755222729
AT1G12090	-0.475362121	-1.246441151	-2.095694379	-0.573360149	-2.047419802	-1.521234657	-0.970799989	-1.734219917	-1.023401133
AT1G12150	-0.834815825	0.008947359	-0.774122622	-0.373971928	-3.081017029	-2.732374929	-0.941642848	-1.834666141	-1.016530686
AT1G12200	0.067379502	0.710307901	0.545288273	0.166784053	0.917162701	0.912282347	0.204663704	1.169776549	0.596028876
AT1G12210	-0.028659176	1.624295393	1.02118837	0.17260409	1.247967663	0.937123852	0.198677429	0.86206095	1.106222698
AT1G12220	0.200858994	1.141129026	1.030238468	0.016898562	1.554201483	1.020949271	0.029491552	0.961094357	0.823734927
AT1G12240	-0.462644458	-1.034453732	-0.295397075	-0.580858104	-1.26378673	-0.766881069	-0.721733195	-1.348350125	-0.565254252
AT1G12244	-0.159302467	-0.49858727	-0.610956761	-0.201925293	-0.977358169	-0.630287466	-0.268902538	-1.318870663	-0.460852513
AT1G12250	0.042681984	-0.366001533	-1.077504022	-0.182542272	-0.627880028	-0.974473392	0.05450687	-0.661580127	-0.784076671
AT1G12290	0.013982235	1.260109172	1.492431642	0.029292307	1.106443235	1.300446128	0.228282586	1.185689963	1.127634632
AT1G12320	0.179458234	0.417771451	1.033995773	0.408922282	1.046186112	1.675180585	0.246618076	1.449164624	1.273170841
AT1G12330	-0.344315339	-0.738762058	-0.993383542	-0.15635372	-0.993848641	-0.703370233	-0.322612294	-1.001232802	-0.802833769
AT1G12360	0.010763758	1.087446275	0.796513361	0.267417039	1.222954942	0.578866791	0.19074046	1.16282693	0.57597653
AT1G12400	0.711176831	0.904136001	0.825365615	0.272156853	0.41317701	0.89313476	-0.101692721	0.435591229	1.050217238
AT1G12480	-0.049655707	-0.374427811	-1.119680366	-0.126272	-1.068654976	-0.894812566	0.164889316	-0.850261044	0.03127475
AT1G12500	-0.253633039	-0.648213541	-0.833822547	-0.2344045	-1.25069932	-0.964582199	-0.346710144	-1.162133305	-0.625986569
AT1G12560	-1.001503924	-0.288413678	-0.560878414	-1.056464804	-2.731082246	-1.646580389	-0.740106793	-1.58069456	-1.280374189
AT1G12740	-0.555282396	-0.474113164	-0.488892635	-0.573533185	-1.485560449	-2.23174024	-0.20522883	-1.34368436	-1.026988584
AT1G12770	-0.108310722	-0.727393758	-0.146584741	-0.02780575	-0.974813777	-0.193145364	-0.136861066	-1.053412877	-0.465566397
AT1G12800	0.03494877	-0.587928358	-0.851140199	-0.048143532	-0.937058426	-0.631823202	0.079886294	-1.153306895	-0.522351181
AT1G12805	-0.952516854	0.734657501	-0.143134771	-0.495671775	1.775492452	0.932874838	-1.800783438	0.743794091	-0.193043821
AT1G12845	0.242495122	0.135604461	-1.355665921	-0.14430629	-0.37513165	-0.362069087	-0.532415331	-0.077111801	-0.388539139
AT1G12860	0.161700032	-0.503304784	-1.234997509	-0.279628203	-1.175259422	-0.596902115	-0.308010276	-1.124844932	-0.348451124
AT1G12900	-0.029277218	-1.19214395	-1.741489324	-0.500764042	-1.669843928	-1.567247799	0.151407266	-2.158714769	-1.077483451
AT1G12940	-3.399431877	4.241945388	3.722380585	-3.108059745	2.755296674	3.344561599	-2.683327502	1.833153577	3.404778505
AT1G12950	-0.425311285	0.019541239	-0.307080259	-0.635015257	-1.399301158	-0.883224636	-0.714055378	-0.91627251	0.108584067
AT1G13000	0.003205519	1.237003936	0.57946662	-0.019309613	1.038468089	0.51888654	-0.104557748	0.94026302	0.420094479
AT1G13100	0.423984814	0.922521648	0.812928878	0.866984564	1.048437059	0.70304213	0.60463427	1.049034292	0.781372213
AT1G13110	-0.097374027	1.274161541	0.551938911	-0.150202646	1.762014594	0.580087881	-0.117126639	1.887531271	0.727960074
AT1G13210	-0.110537155	2.315921575	1.310778015	-0.014478754	1.989487245	0.974763062	-0.124941129	1.540379771	0.985103904
AT1G13250	-0.342917738	-1.021892454	-1.187666974	-0.263174343	-1.158052219	-0.986631007	-0.41263685	-1.129605838	-0.860509304
AT1G13300	-0.824283092	0.707228651	0.191233758	-0.872486667	0.286350688	-0.995749616	-0.473300669	-0.177117692	-0.869121836
AT1G13340	1.301329678	4.266269735	4.745933266	2.033407579	5.428548591	4.569432985	2.177736229	4.321827435	4.019395716
AT1G13360	-0.428900578	0.707138626	0.894529568	0.077912189	1.112764929	0.760331546	-0.035051187	0.978946764	0.656380731
AT1G13420	-0.024600527	-0.515392099	-0.053980218	0.240466112	-1.410398997	-2.314307962	0.493304465	-1.690700624	-1.46794875
AT1G13430	0.230049344	1.204484528	-0.485565472	0.101144583	1.01712664	-0.527209403	0.422166419	1.711229653	0.062582853
AT1G13448	0.093756955	0.009376977	-1.176535983	-1.541046923	-1.186668125	-1.192974155	-0.06709794	-0.495712584	-0.13923946
AT1G13470	-0.807523885	5.226572842	5.872288794	-0.104372177	4.51742319	5.243247862	-0.210655023	0.585340523	4.826987586
AT1G13480	1.041883274	4.093012724	4.699898694	1.768416551	5.016440111	5.398775854	1.211301521	4.608049478	5.534191321
AT1G13490	1.768862647	2.999823619	3.82457521	2.677782887	6.141860546	1.059327235	2.889027276	4.304698257	5.075447357
AT1G13500	-0.033692696	-0.645338379	-0.153280157	0.179531751	-1.429226719	-1.72025223	0.053745798	-0.4329898	-0.20738477
AT1G13510	0.583331226	-0.127624295	-0.091060421	0.40932043	-0.560635302	-1.155621242	0.189791247	-0.555661142	-0.102222696
AT1G13520	-0.880126394	3.887255869	4.309343898	0.641558642	5.033601889	3.534093487	0.132169011	5.423576031	3.62008616
AT1G13530	-0.081477397	0.6629392	1.547712119	0.087219494	0.830720002	1.792345547	-0.29704052	1.185907325	2.278493085
AT1G13540	0.049720071	1.206217809	2.14914548	-0.226401188	1.514505809	2.275215378	0.051070719	1.140386963	2.8389104
AT1G13550	-0.605100658	2.333365479	1.546867455	-0.505791467	2.277721731	1.340702969	-0.547825613	1.858635854	1.768175392
AT1G13610	0.39856318	-0.8831761	-0.225770837	-0.322477157	-0.621210425	-0.507266623	-0.10263564	-1.383587737	-0.90385849
AT1G13650	-0.664132009	-1.718296194	-0.709882414	-0.86435605	-2.814456606	-1.67724903	-0.747301915	-3.586711097	0.443470692
AT1G13670	-0.678711407	-0.413109588	-0.114942206	-0.321415438	-0.469328229	-0.90234846	-0.196550387	-0.357366783	-1.044760877
AT1G13730	-0.039006852	-0.635180302	-0.500899157	-0.084652283	-0.829409128	-0.433133754	-0.232335057	-1.010126043	-0.56047978
AT1G13740	-0.32603908	-0.688025574	-0.61084554	-0.31961809	-0.850296002	-0.729885626	0.150544585	-1.031868343	-0.437799116
AT1G13750	-0.500403699	1.300223723	0.685265553	-0.493631278	0.664661253	0.93165415	-0.72580969	0.409502028	0.823265476
AT1G13820	-0.081971891	-0.629295634	-0.852448915	-0.144434713	-0.809503421	-1.139243671	0.010610482	-1.273341326	-0.788587327
AT1G13930	-0.212770908	-0.800683135	-1.524535786	-0.197749603	-0.571775883	-0.946748214	0.174210957	-0.602063209	-0.856396082
AT1G13950	0.221005326	0.61286546	1.025819675	0.172418385	0.218372048	0.276584519	0.080221894	0.234373372	0.467872201
AT1G13990	0.532619924	2.695467898	1.67179975	1.092536483	2.986311942	1.459727505	0.679270485	2.67445197	0.748214702
AT1G14010	0.862673701	1.889191958	1.953777987	0.83289026	1.573324305	1.205789269	0.329806903	1.868504912	1.306847968
AT1G14030	-0.026632594	-0.903270694	-1.269543129	-0.347180857	-1.13339857	-0.613227837	0.052812646	-1.280918891	-0.73695668
AT1G14080	-0.261079714	-0.42153366	-0.376894054	-0.203751528	-1.034614843	-0.978334091	-0.647347613	-0.947948306	-0.223970467
AT1G14120	-0.227089671	-0.818365514	0.007220501	-0.138092855	-0.925528976	-1.000378436	0.053843981	-1.093439125	-0.489738883
AT1G14130	0.257640748	0.508775808	1.081962824	0.674158607	0.71462632	0.57300245	0.633923356	0.508589907	0.888565486
AT1G14150	-0.355680924	-1.278313461	-2.099848518	-0.443440532	-2.141455611	-1.972656383	-0.428131547	-2.331512139	-1.373075754
AT1G14160	-0.458556616	-0.436487652	-0.796419914	-0.922846134	-1.088995466	-2.107208551	-0.620855278	-1.629713173	-1.091379812
AT1G14185	-0.339636028	-0.440899185	-0.60239157	-0.182417408	-0.258714901	-1.748594546	-0.11283637	-0.960967794	-1.494058088
AT1G14190	0.021892127	-0.737646543	-0.679865438	-0.274715156	-0.831859404	-1.047234693	-0.23655699	-0.976075353	-1.05104631
AT1G14200	-0.831825199	1.74322963	1.159150815	-0.328588493	1.321636604	0.494753152	-1.067185702	1.096368714	0.351476687
AT1G14220	-1.581059413	-0.569535252	-0.237396552	-1.61671303	-3.171511262	-1.847916876	-2.384969087	-1.316887252	-1.509889662
AT1G14240	-0.613276026	-0.55196979	-0.480127253	-0.527077207	-1.528801249	-1.529392494	-0.556469226	-0.702522974	-1.28650562
AT1G14250	-0.72359725	-1.622652669	-1.74912711	-0.576256096	-1.918099809	-1.805303907	-2.086895898	-2.853441064	-0.561869782
AT1G14260	0.266973992	1.917053755	-0.635855193	-0.646127107	0.504682806	-0.400696504	-0.138978034	0.114925355	0.086972821
AT1G14270	-0.127476124	-0.58843557	-0.829635698	-0.177949228	-0.73321208	-0.751716938	0.041202448	-1.009431838	-0.681575941
AT1G14280	-0.073522838	-0.643041518	-1.142275883	-0.040664709	-1.056135994	-1.278797186	0.24150295	-1.372427816	-0.879530709
AT1G14330	-0.04706062	0.61230626	1.557569271	0.10891327	1.102753034	1.466246157	0.131591108	1.260825469	1.459032422
AT1G14345	-0.303456165	-1.316254832	-1.371900889	-0.415205533	-1.780734368	-1.448754878	-0.310578635	-1.942960121	-1.258991761
AT1G14350	-0.660806345	-0.966633546	-0.680774335	-0.347954548	-1.166738974	-0.239860149	-0.536395837	-1.255026655	-0.308968209
AT1G14360	2.743533887	2.963279639	2.098156177	2.229267178	2.423851671	1.480107618	2.31974492	2.656545818	1.757220658
AT1G14370	0.425502771	2.288794942	1.944441316	0.503202494	2.179575318	1.518462089	0.437487359	1.881873104	1.485641786
AT1G14390	0.089843288	-0.377482004	-0.88099441	-0.262969489	-1.411525547	-1.157812775	-0.203617033	-1.009095385	-1.099225203
